Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.400.000,00;17944.000508/2013-83;4125753;Deferido;12/07/2013
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;500.000,00;19406.000134/2003-47;4125753;Deferido;15/09/2003
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;40.000,00;19406.000149/2006-58;4125753;Deferido;09/06/2006
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;320.000,00;19406.000150/2006-82;4125753;Deferido;09/06/2006
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;200.000,00;19406.000242/2002-39;4125753;Deferido;02/10/2002
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;PNAFM;Instituição Financeira Nacional;Caixa Econômica Federal;Real;216.942,00;19406.000335/2004-25;4125753;Deferido;30/06/2004
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;597.000,00;19406.000500/2009-53;4125753;Arquivado;16/08/2010
São Pedro do Iguaçu;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;563.134,10;19406.000500/2010-97;4125753;Deferido;18/11/2010
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;48.694,00;17944.001083/2007-81;4125803;Regularizado;03/07/2007
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;40.000,00;19406.000100/2008-67;4125803;Deferido;25/03/2008
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;19406.000116/2004-46;4125803;Deferido;22/04/2004
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;48.694,00;19406.000171/2008-60;4125803;Regularizado;25/03/2008
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;656.749,00;19406.000254/2008-59;4125803;Deferido;27/03/2008
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.000.000,00;19406.000366/2010-24;4125803;Deferido;13/08/2010
São Pedro do Ivaí;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;40.000,00;19406.000605/2006-60;4125803;Arquivado;03/07/2007
São Pedro do Paraná;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;180.000,00;17944.000670/2013-00;4125902;Deferido;05/08/2013
São Pedro do Paraná;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;200.000,00;17944.000672/2013-91;4125902;Deferido;05/08/2013
São Pedro do Paraná;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;440.000,00;19406.000278/2002-12;4125902;Deferido;13/11/2002
São Pedro do Paraná;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;546.000,00;19406.000601/2007-62;4125902;Deferido;21/01/2008
São Pedro do Suaçuí;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;688.260,89;00000.000000/0059-05;3164100;Devolvido;09/07/2010
São Pedro do Suaçuí;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;688.260,89;00000.000000/0064-49;3164100;Devolvido;29/12/2010
São Pedro do Suaçuí;MG;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento de Minas Gerais;Real;13.947,04;17944.000828/2011-71;3164100;Regularizado;02/08/2011
São Pedro do Suaçuí;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;688.260,89;17944.000829/2011-16;3164100;Deferido;05/08/2011
São Pedro do Suaçuí;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;17944.001929/2013-21;3164100;Arquivado por decurso de prazo;27/10/2014
São Pedro do Sul;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.436.753,53;17944.000017/2015-02;4319406;Processo pendente de distribuição;28/01/2015
São Pedro do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.250.000,00;19406.000384/2009-72;4319406;Arquivado;27/08/2010
São Pedro do Sul;RS;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Caixa Econômica Federal;Real;397.300,00;19406.000447/2009-91;4319406;Arquivado;27/08/2010
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;786.100,00;00000.000000/0055-01;3550506;Devolvido;31/03/2010
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;786.100,00;00000.000000/0055-31;3550506;Devolvido;14/04/2010
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;800.000,00;17944.000602/2004-41;3550506;Deferido;22/11/2004
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;690.000,00;17944.000666/2010-91;3550506;Arquivado por decurso de prazo;22/06/2012
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;600.000,00;17944.001224/2014-95;3550506;Arquivado a pedido;22/01/2015
São Pedro do Turvo;SP;Município;Operação Contratual Interna;Caminho da Escola 4;Instituição Financeira Nacional;Banco Nossa Caixa S/A;Real;172.700,00;17944.001480/2008-34;3550506;Arquivado;11/09/2008
São Raimundo das Mangabeiras;MA;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;00000.000000/0021-16;2111607;Devolvido;31/07/2009
São Raimundo das Mangabeiras;MA;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;17944.001208/2010-79;2111607;Deferido;27/05/2011
São Roque;SP;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;00000.000000/0060-24;3550605;Devolvido;20/08/2010
São Roque;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;00000.000000/0062-56;3550605;Devolvido;12/11/2010
São Roque;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;00000.000000/0063-50;3550605;Devolvido;01/12/2010
São Roque;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;00000.000000/0064-36;3550605;Devolvido;21/12/2010
São Roque;SP;Município;Operação Contratual Interna;RELUZ;Empresa;Companhia Piratininga de Força e Luz;Real;26.527,00;17944.000047/2006-10;3550605;Pendente de regularização;17/01/2008
São Roque;SP;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;1.120.846,00;17944.000505/2002-97;3550605;Deferido;11/09/2002
São Roque de Minas;MG;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Caixa Econômica Federal;Real;240.750,00;17944.000290/2008-08;3164308;Deferido;17/04/2008
São Roque de Minas;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco do Brasil S/A;Real;700.000,00;17944.000993/2009-17;3164308;Deferido;23/06/2010
São Roque de Minas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.200.000,00;17944.001361/2010-04;3164308;Deferido;31/12/2010
São Roque de Minas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.200.000,00;17944.001467/2013-42;3164308;Deferido;21/11/2013
São Roque de Minas;MG;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.209.700,00;17944.001470/2014-47;3164308;Deferido;06/10/2014
São Sebastião;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.278.050,00;00000.000000/0057-78;3550704;Devolvido;21/06/2010
São Sebastião;SP;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;00000.000000/0064-89;3550704;Devolvido;05/01/2011
São Sebastião;SP;Município;Operação Contratual Interna;Pró-Transporte;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0093-52;3550704;Devolvido;26/08/2013
São Sebastião;SP;Município;Operação Contratual Interna;Pró-Transporte;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0097-87;3550704;Devolvido;04/10/2013
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0104-51;3550704;Devolvido;24/12/2013
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0110-29;3550704;Devolvido;21/02/2014
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0111-60;3550704;Devolvido;03/04/2014
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;00000.000000/0113-23;3550704;Devolvido;25/04/2014
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.782.505,62;17944.000739/2014-78;3550704;Deferido;03/12/2014
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;21.166.000,00;17944.000908/2011-27;3550704;Deferido;27/12/2011
São Sebastião;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;29.697.000,00;17944.000909/2011-71;3550704;Deferido;27/12/2011
São Sebastião;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa;Bandeirante Energia S.A.;Real;2.620.428,56;17944.001082/2007-37;3550704;Regularizado;01/12/2011
São Sebastião;SP;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.937.936,00;17944.001084/2007-26;3550704;Arquivado;30/10/2007
São Sebastião;SP;Município;Operação Contratual Interna;RELUZ;Empresa;Bandeirante Energia S.A.;Real;4.560.105,81;17944.001089/2012-16;3550704;Arquivado por decurso de prazo;15/02/2013
São Sebastião;AL;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;538.000,00;17944.002038/2006-63;2708808;Arquivado;10/04/2007
São Sebastião da Amoreira;PR;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;630.000,00;17944.000542/2012-77;4126009;Deferido;15/06/2012
São Sebastião da Amoreira;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;506.829,55;17944.001644/2010-48;4126009;Arquivado por decurso de prazo;13/05/2011
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;380.000,00;00000.000000/0079-55;3164407;Devolvido;28/11/2011
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;00000.000000/0079-62;3164407;Devolvido;08/12/2011
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;17944.000106/2012-06;3164407;Deferido;16/03/2012
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;380.000,00;17944.000107/2012-42;3164407;Deferido;16/03/2012
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;495.000,00;17944.000809/2010-64;3164407;Deferido;30/06/2010
São Sebastião da Bela Vista;MG;Município;Operação Contratual Interna;Caminho da Escola 4;Instituição Financeira Nacional;Banco do Brasil S/A;Real;230.000,00;17944.001548/2008-85;3164407;Arquivado;15/09/2008
São Sebastião da Grama;SP;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;359.800,00;17944.000067/2008-52;3550803;Arquivado;18/04/2008
São Sebastião de Lagoa de Roça;PB;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;114.000,00;17944.000653/2008-05;2515104;Arquivado;15/09/2008
São Sebastião do Anta;MG;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;400.000,00;17944.001696/2013-67;3164472;Deferido;21/01/2014
São Sebastião do Anta;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.300.000,00;17944.001697/2013-10;3164472;Deferido;21/01/2014
São Sebastião do Caí;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.335.746,00;17944.001772/2011-72;4319505;Deferido;18/05/2012
São Sebastião do Caí;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;2.000.000,00;17944.001775/2014-59;4319505;Deferido;07/01/2015
São Sebastião do Caí;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;500.000,00;19406.000110/2007-11;4319505;Deferido;03/07/2007
São Sebastião do Caí;RS;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.250.000,00;19406.000466/2009-17;4319505;Deferido;26/04/2010
São Sebastião do Maranhão;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;17944.001249/2013-16;3164506;Deferido;21/11/2013
São Sebastião do Oeste;MG;Município;Operação Contratual Interna;Provias 2012;Instituição Financeira Nacional;Banco do Brasil S/A;Real;410.000,00;17944.000642/2012-01;3164605;Deferido;31/05/2012
São Sebastião do Paraíso;MG;Município;Operação Contratual Interna;Caminho da Escola 5;Instituição Financeira Nacional;Banco do Brasil S/A;Real;600.000,00;17944.000065/2009-44;3164704;Arquivado;13/03/2009
São Sebastião do Paraíso;MG;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;17944.000425/2009-16;3164704;Arquivado;17/04/2009
São Sebastião do Paraíso;MG;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.000.000,00;17944.001207/2010-24;3164704;Deferido;20/08/2010
São Sebastião do Paraíso;MG;Município;Operação Contratual Interna;PMAT;Instituição Financeira Nacional;Banco do Brasil S/A;Real;967.410,00;19405.000044/2004-47;3164704;Deferido;08/06/2004
São Sebastião do Passé;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;500.000,00;19407.000011/2004-87;2929503;Deferido;21/05/2004
São Sebastião do Rio Verde;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;220.000,00;17944.000785/2009-18;3164902;Deferido;08/10/2009
São Sepé;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.000385/2012-08;4319604;Deferido;03/04/2012
São Sepé;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;750.000,00;19406.000225/2008-97;4319604;Deferido;15/04/2008
São Sepé;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1.250.000,00;19406.000225/2009-78;4319604;Deferido;11/10/2010
São Sepé;RS;Município;Operação Contratual Interna;Regularização de Dívida - Outros;Outras;Pessoa Jurídica;Real;495.167,00;19406.000231/2008-44;4319604;Regularizado;15/04/2008
São Sepé;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa;AES Sul Distribuidora Gaúcha de Energia S/A;Real;795.176,00;19406.000232/2008-99;4319604;Regularizado;15/04/2008
São Sepé;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;1.300.000,00;19406.000268/2003-68;4319604;Deferido;11/03/2004
São Sepé;RS;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;374.400,00;19406.000513/2009-22;4319604;Arquivado;27/08/2010
São Thomé das Letras;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.129.703,19;00000.000000/0057-82;3165206;Devolvido;18/06/2010
São Thomé das Letras;MG;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;450.000,00;17944.000371/2007-19;3165206;Deferido;28/09/2007
São Thomé das Letras;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;17944.000532/2014-01;3165206;Deferido;14/05/2014
São Thomé das Letras;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000,00;17944.000533/2014-48;3165206;Deferido;14/05/2014
São Thomé das Letras;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.129.703,19;17944.000969/2011-94;3165206;Deferido;10/11/2011
São Thomé das Letras;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;505.300,00;17944.001786/2011-96;3165206;Arquivado por decurso de prazo;14/12/2012
São Tiago;MG;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;350.000,00;17944.000307/2009-08;3165008;Arquivado;08/04/2009
São Tiago;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000,00;17944.000757/2011-15;3165008;Deferido;20/10/2011
São Tiago;MG;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;299.450,00;17944.000996/2008-61;3165008;Arquivado;12/11/2008
São Tiago;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;350.000,00;17944.001036/2009-08;3165008;Deferido;11/09/2009
São Tiago;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;250.000,00;17944.001108/2013-95;3165008;Deferido;15/10/2013
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;17944.000711/2013-50;3165107;Deferido;31/10/2013
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000,00;17944.000712/2013-02;3165107;Deferido;31/10/2013
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;250.000,00;17944.000713/2013-49;3165107;Deferido;31/10/2013
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Energética de Minas Gerais S/A;Real;56.219,77;17944.000823/2011-49;3165107;Regularizado;27/07/2011
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;500.000,00;17944.001322/2009-65;3165107;Deferido;17/11/2009
São Tomás de Aquino;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;310.000,00;17944.001561/2010-59;3165107;Deferido;27/07/2011
São Tomé;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;820.000,00;17944.000627/2012-55;4126108;Deferido;04/06/2012
São Tomé;PR;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;550.000,00;17944.000817/2012-72;4126108;Deferido;15/06/2012
São Tomé;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;242.659,10;19406.000149/2010-34;4126108;Deferido;05/05/2010
São Tomé;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;817.000,00;19406.000161/2010-49;4126108;Deferido;05/05/2010
São Tomé;PR;Município;Operação Contratual Interna;Multissetorial;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;80.000,00;19406.000164/2010-82;4126108;Deferido;05/05/2010
São Tomé;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;350.000,00;19406.000257/2004-69;4126108;Deferido;02/06/2004
São Tomé;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;500.000,00;19406.000280/2002-91;4126108;Deferido;31/10/2002
São Tomé;PR;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;348.000,00;19406.000402/2006-73;4126108;Deferido;29/01/2007
São Tomé;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;216.000,00;19406.000403/2006-18;4126108;Deferido;29/01/2007
São Tomé;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;166.892,10;19406.000519/2006-57;4126108;Regularizado;29/01/2007
São Valentim;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;600.000,00;17944.000353/2009-07;4319703;Deferido;16/04/2010
São Valentim;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa;Rio Grande Energia S/A;Real;479.275,60;19406.000032/2007-55;4319703;Regularizado;11/09/2007
São Valentim;RS;Município;Operação Contratual Interna;Regularização de Dívida - Outros;Outras;Pessoa Jurídica;Real;95.980,44;19406.000258/2008-37;4319703;Regularizado;27/03/2008
São Valentim do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;600.000,00;19406.000242/2009-13;4319711;Deferido;10/11/2009
São Valério do Sul;RS;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Caixa Econômica Federal;Real;228.000,00;17944.001120/2008-32;4319737;Arquivado;13/05/2008
São Valério do Sul;RS;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;246.000,00;17944.001449/2011-07;4319737;Deferido;21/10/2011
São Valério do Sul;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.001802/2014-93;4319737;Deferido;05/12/2014
São Valério do Sul;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;800.000,00;19406.000164/2009-49;4319737;Deferido;09/09/2009
São Valério do Sul;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;160.000,00;19406.000247/2003-42;4319737;Deferido;11/02/2004
São Valério do Sul;RS;Município;Operação Contratual Interna;Caminho da Escola 5;Instituição Financeira Nacional;Caixa Econômica Federal;Real;228.000,00;19406.000745/2008-08;4319737;Arquivado;13/03/2009
São Vendelino;RS;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Banco do Brasil S/A;Real;212.000,00;17944.001739/2011-42;4319752;Deferido;04/04/2012
